,Court,Surface,round,Best of,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,hand_player1,height_player1,hand_player2,height_player2,age_player1,age_player2,T,Y
762,Outdoor,Clay,2,3,99,49,-1,-1,2.1,1.667,R,178.0,R,190.0,24,28,0,0
763,Outdoor,Clay,2,3,161,21,-1,-1,4.0,1.222,R,175.0,R,188.0,32,25,0,1
764,Outdoor,Clay,2,3,47,57,-1,-1,1.444,2.625,R,183.0,R,185.0,25,25,1,0
765,Outdoor,Clay,2,3,56,43,-1,-1,1.727,2.0,R,175.0,R,183.0,23,24,0,0
766,Outdoor,Clay,2,3,56,43,-1,-1,1.727,2.0,R,180.0,R,183.0,12,24,0,0
767,Outdoor,Clay,3,3,43,8,-1,-1,3.75,1.25,R,183.0,R,183.0,24,22,0,1
768,Outdoor,Hard,1,3,23,122,-1,-1,1.25,3.5,R,193.0,R,185.0,25,24,1,1
769,Outdoor,Hard,1,3,12,96,-1,-1,1.125,5.5,R,188.0,R,180.0,19,26,1,0
770,Outdoor,Hard,1,3,74,60,-1,-1,1.9833333333333332,1.6666666666666667,R,183.0,R,185.0,28,23,1,0
771,Outdoor,Hard,2,3,53,122,-1,-1,1.333,3.25,R,190.0,R,185.0,25,24,0,0
772,Outdoor,Hard,2,3,60,29,-1,-1,2.25,1.571,R,185.0,R,196.0,23,25,1,1
773,Outdoor,Hard,3,3,19,7,-1,-1,3.25,1.333,R,190.0,R,180.0,25,32,1,1
775,Outdoor,Clay,2,3,14,75,-1,-1,1.25,3.75,R,190.0,R,183.0,27,26,1,0
776,Outdoor,Clay,3,3,44,75,-1,-1,1.364,3.0,R,183.0,R,183.0,20,26,1,0
777,Outdoor,Clay,4,3,16,91,-1,-1,1.333,3.25,R,190.0,R,190.0,25,19,1,1
778,Outdoor,Hard,1,3,10,19,-1,-1,1.533,2.375,R,185.0,R,185.0,20,24,1,0
779,Outdoor,Hard,1,3,8,33,-1,-1,2.1,1.667,R,183.0,R,190.0,22,28,0,0
780,Outdoor,Hard,1,3,21,28,-1,-1,1.833,1.833,R,175.0,R,188.0,23,25,1,1
781,Outdoor,Hard,1,3,51,16,-1,-1,2.5,1.5,R,190.0,R,190.0,28,25,1,0
782,Outdoor,Hard,1,3,15,45,-1,-1,1.571,2.25,R,185.0,R,185.0,30,30,0,0
783,Outdoor,Hard,1,3,35,54,-1,-1,1.8,1.909,R,183.0,R,188.0,24,29,0,1
784,Outdoor,Hard,2,3,75,55,-1,-1,1.444,2.625,R,188.0,R,180.0,21,27,0,1
785,Outdoor,Hard,2,3,5,18,-1,-1,1.533,2.375,R,190.0,R,193.0,28,30,1,1
786,Outdoor,Hard,2,3,47,9,-1,-1,1.833,1.833,R,198.0,R,180.0,32,27,0,0
787,Outdoor,Hard,2,3,34,14,-1,-1,2.1,1.667,R,180.0,R,180.0,20,20,1,0
788,Outdoor,Hard,2,3,85,74,-1,-1,2.1,1.667,R,185.0,R,183.0,23,28,0,0
789,Outdoor,Hard,3,3,15,3,-1,-1,1.909,1.8,R,185.0,R,188.0,30,24,1,1
790,Outdoor,Hard,1,3,44,32,-1,-1,1.5,2.5,R,185.0,R,183.0,30,24,0,0
791,Outdoor,Hard,1,3,136,8,-1,-1,3.25,1.333,R,185.0,R,183.0,25,22,1,1
792,Outdoor,Hard,1,3,51,23,-1,-1,2.5,1.5,R,190.0,R,185.0,28,22,0,0
793,Outdoor,Hard,1,3,38,2,-1,-1,2.75,1.4,L,193.0,R,193.0,28,22,0,1
794,Outdoor,Hard,1,3,50,20,-1,-1,2.375,1.533,R,180.0,R,193.0,27,25,1,0
795,Outdoor,Hard,2,3,7,44,-1,-1,2.1,1.667,R,180.0,R,185.0,27,30,1,0
796,Outdoor,Hard,2,3,152,77,-1,-1,1.909,1.8,R,196.0,R,196.0,30,25,0,1
797,Outdoor,Hard,2,3,26,48,-1,-1,2.375,1.533,R,180.0,R,190.0,26,25,1,0
798,Outdoor,Hard,3,3,70,33,-1,-1,2.0,1.727,L,190.0,R,180.0,31,20,0,1
799,Outdoor,Hard,3,3,67,8,-1,-1,1.909,1.8,R,188.0,R,183.0,21,22,0,1
800,Outdoor,Hard,4,3,17,26,-1,-1,1.615,2.2,R,190.0,R,180.0,25,26,0,0
802,Outdoor,Hard,5,3,39,1,-1,-1,4.5,1.167,R,183.0,R,180.0,22,21,0,1
803,Outdoor,Hard,1,3,87,134,-1,-1,1.571,2.25,L,183.0,R,175.0,33,22,1,0
804,Outdoor,Hard,1,3,81,65,-1,-1,2.625,1.444,R,188.0,R,183.0,21,25,1,1
805,Outdoor,Hard,1,3,39,132,-1,-1,1.5833333333333333,2.12,L,175.0,R,185.0,25,25,0,0
806,Outdoor,Hard,1,3,160,68,-1,-1,2.0,1.727,R,193.0,R,175.0,32,23,0,0
809,Outdoor,Hard,1,3,160,68,-1,-1,2.0,1.727,R,193.0,R,180.0,32,12,0,0
810,Outdoor,Hard,1,3,232,103,-1,-1,1.833,1.833,R,188.0,R,183.0,26,19,0,1
811,Outdoor,Hard,1,3,58,41,-1,-1,4.5,1.167,R,175.0,L,193.0,21,28,1,0
812,Outdoor,Hard,1,3,24,71,-1,-1,1.909,1.8,R,180.0,R,196.0,26,25,0,0
813,Outdoor,Hard,2,3,3,232,-1,-1,1.25,3.5,R,188.0,R,188.0,24,26,0,1
814,Outdoor,Hard,2,3,51,20,-1,-1,2.75,1.4,R,180.0,R,193.0,27,30,0,0
816,Outdoor,Hard,3,3,11,65,-1,-1,1.571,2.25,R,175.0,R,183.0,24,25,0,1
817,Outdoor,Hard,3,3,1,41,-1,-1,1.222,4.0,R,180.0,L,193.0,21,28,1,0
818,Outdoor,Hard,4,3,51,41,-1,-1,2.625,1.444,R,180.0,L,193.0,27,28,0,1
819,Outdoor,Hard,1,3,91,57,-1,-1,3.1925,1.2765,L,188.0,R,190.0,28,25,0,1
820,Outdoor,Hard,1,3,118,73,-1,-1,2.1,1.667,R,173.0,R,188.0,26,28,1,0
821,Outdoor,Hard,1,3,139,185,-1,-1,1.667,2.1,R,193.0,R,180.0,30,24,0,0
822,Outdoor,Hard,1,3,188,113,-1,-1,2.1,1.667,R,178.0,R,185.0,26,24,1,1
823,Outdoor,Hard,1,3,110,54,-1,-1,2.5,1.5,R,183.0,R,185.0,29,23,1,0
824,Outdoor,Hard,1,3,89,116,-1,-1,2.223333333333333,1.5433333333333332,R,178.0,R,183.0,23,23,0,1
825,Outdoor,Hard,2,3,28,182,-1,-1,1.286,3.5,R,190.0,R,173.0,28,24,0,0
826,Outdoor,Hard,2,3,61,70,-1,-1,1.727,2.0,L,180.0,R,183.0,31,26,1,1
827,Outdoor,Hard,2,3,23,249,-1,-1,1.25,3.75,L,175.0,L,193.0,26,24,0,0
828,Outdoor,Hard,2,3,18,125,-1,-1,1.5,2.5,R,193.0,R,188.0,25,33,0,0
829,Outdoor,Hard,2,3,201,54,-1,-1,3.5,1.286,R,180.0,R,185.0,24,23,1,1
830,Outdoor,Hard,3,3,28,6,-1,-1,3.0,1.364,R,190.0,R,180.0,28,32,0,0
831,Outdoor,Hard,1,3,59,69,-1,-1,2.25,1.571,R,175.0,R,175.0,21,23,1,1
834,Outdoor,Hard,1,3,59,69,-1,-1,2.25,1.571,R,175.0,R,180.0,21,12,1,1
835,Outdoor,Hard,2,3,13,65,-1,-1,1.4,2.75,R,185.0,R,183.0,21,22,0,1
836,Outdoor,Hard,2,3,27,41,-1,-1,1.909,1.8,R,188.0,R,185.0,26,23,1,0
837,Outdoor,Hard,1,5,26,111,-1,-1,1.111,6.0,R,178.0,R,183.0,35,23,1,1
838,Outdoor,Hard,1,5,26,111,-1,-1,1.111,6.0,R,185.0,R,183.0,22,23,1,0
839,Outdoor,Hard,1,5,71,106,-1,-1,1.571,2.25,R,183.0,L,190.0,22,29,1,0
840,Outdoor,Hard,1,5,132,84,-1,-1,1.667,2.1,R,175.0,L,183.0,30,33,0,0
841,Outdoor,Hard,1,5,137,80,-1,-1,3.0,1.364,R,188.0,R,175.0,27,20,1,0
842,Outdoor,Hard,1,5,20,103,-1,-1,1.25,3.75,R,193.0,R,185.0,30,23,1,1
843,Outdoor,Hard,1,5,53,7,-1,-1,2.625,1.444,L,190.0,R,183.0,31,22,1,1
844,Outdoor,Hard,1,5,94,81,-1,-1,1.8,1.909,R,188.0,R,180.0,20,26,0,1
845,Outdoor,Hard,1,5,61,3,-1,-1,6.5,1.1,R,183.0,R,188.0,24,24,1,1
846,Outdoor,Hard,1,5,72,74,-1,-1,1.833,1.833,R,188.0,R,185.0,28,23,1,1
847,Outdoor,Hard,1,5,48,38,-1,-1,1.8,1.909,R,178.0,R,193.0,29,23,1,0
848,Outdoor,Hard,1,5,85,199,-1,-1,1.533,2.375,R,188.0,L,175.0,21,27,1,1
849,Outdoor,Hard,1,5,96,89,-1,-1,2.5,1.5,L,180.0,R,201.0,21,25,1,0
850,Outdoor,Hard,1,5,11,88,-1,-1,1.083,7.0,R,188.0,R,196.0,19,23,0,0
851,Outdoor,Hard,1,5,227,82,-1,-1,2.625,1.444,R,193.0,R,183.0,18,26,0,0
852,Outdoor,Hard,2,5,95,24,-1,-1,3.25,1.333,L,190.0,R,190.0,22,22,1,1
853,Outdoor,Hard,2,5,114,1,-1,-1,10.0,1.03,R,185.0,R,180.0,24,21,1,1
854,Outdoor,Hard,3,5,26,1,-1,-1,4.5,1.167,R,178.0,R,180.0,35,21,0,1
855,Outdoor,Hard,3,5,26,1,-1,-1,4.5,1.167,R,185.0,R,180.0,22,21,0,1
856,Outdoor,Hard,3,5,34,52,-1,-1,1.615,2.2,R,196.0,R,183.0,25,24,0,1
857,Outdoor,Hard,3,5,17,35,-1,-1,1.571,2.375,R,185.0,L,193.0,31,28,0,0
858,Outdoor,Hard,4,5,6,34,-1,-1,1.1,6.5,R,180.0,R,196.0,32,25,1,0
860,Outdoor,Hard,4,5,28,25,-1,-1,1.571,2.25,R,183.0,R,193.0,22,25,0,0
861,Outdoor,Hard,5,5,25,17,-1,-1,3.5,1.286,R,193.0,R,185.0,25,31,1,1
865,Outdoor,Clay,1,3,146,162,-1,-1,1.535,2.2,R,173.0,R,178.0,25,21,0,1
866,Outdoor,Clay,1,3,62,97,-1,-1,1.667,2.1,R,185.0,L,188.0,28,21,1,0
867,Outdoor,Clay,2,3,100,43,-1,-1,2.1,1.667,L,183.0,R,180.0,27,25,0,0
869,Outdoor,Hard,1,3,475,113,-1,-1,2.4666666666666663,1.4233333333333331,R,180.0,R,188.0,33,26,1,1
870,Outdoor,Hard,1,3,475,113,-1,-1,2.4666666666666663,1.4233333333333331,R,180.0,R,188.0,27,26,1,0
871,Outdoor,Hard,2,3,45,66,-1,-1,1.667,2.1,R,183.0,R,183.0,25,28,0,1
872,Outdoor,Hard,3,3,55,181,-1,-1,1.125,5.5,R,190.0,R,185.0,25,27,0,1
873,Outdoor,Hard,3,3,45,128,-1,-1,1.4,2.75,R,183.0,R,173.0,25,26,1,1
874,Outdoor,Hard,4,3,55,70,-1,-1,1.4,2.75,R,190.0,R,175.0,25,20,1,1
875,Outdoor,Hard,1,3,8,137,-1,-1,1.2,4.0,R,190.0,R,188.0,28,27,1,1
876,Outdoor,Hard,1,3,85,26,-1,-1,2.56875,1.411,R,188.0,R,180.0,21,26,0,0
877,Outdoor,Hard,1,3,73,46,-1,-1,2.75,1.4,L,188.0,R,183.0,20,20,1,0
878,Outdoor,Hard,2,3,2,82,-1,-1,1.25,3.75,R,188.0,R,180.0,24,29,0,1
879,Outdoor,Hard,2,3,38,157,-1,-1,1.25,3.75,R,193.0,R,180.0,23,25,1,0
880,Outdoor,Hard,2,3,4,144,-1,-1,1.125,5.5,R,193.0,R,180.0,22,20,0,0
881,Outdoor,Hard,3,3,153,8,-1,-1,2.75,1.4,R,180.0,R,190.0,24,28,1,1
882,Outdoor,Hard,1,3,20,118,-1,-1,1.4,2.75,R,180.0,R,175.0,28,30,0,1
883,Outdoor,Hard,2,3,6,103,-1,-1,1.333,3.25,R,183.0,R,185.0,22,23,0,1
884,Outdoor,Hard,2,3,71,4,-1,-1,5.0,1.143,L,188.0,R,193.0,21,22,0,0
885,Outdoor,Clay,1,3,178,148,-1,-1,1.615,2.2,R,175.0,R,178.0,27,25,0,1
886,Indoor,Carpet,1,3,52,33,-1,-1,3.0,1.333,R,180.0,R,185.0,25,31,1,0
887,Indoor,Carpet,1,3,36,83,-1,-1,1.533,2.375,R,180.0,R,185.0,20,20,0,1
888,Indoor,Carpet,1,3,35,25,-1,-1,2.2,1.615,L,185.0,L,175.0,21,26,0,0
889,Indoor,Carpet,1,3,30,19,-1,-1,1.727,2.0,R,180.0,R,180.0,26,20,0,0
890,Indoor,Carpet,1,3,16,72,-1,-1,1.5599999999999998,2.1666666666666665,R,180.0,R,188.0,27,27,1,1
891,Indoor,Carpet,2,3,48,37,-1,-1,1.833,1.833,R,185.0,R,193.0,26,23,0,1
892,Indoor,Carpet,2,3,4,65,-1,-1,1.167,4.5,R,193.0,R,185.0,22,25,0,0
893,Indoor,Carpet,3,3,83,4,-1,-1,3.75,1.25,R,185.0,R,193.0,20,22,0,1
894,Outdoor,Hard,1,3,174,109,-1,-1,1.667,2.1,R,193.0,R,196.0,32,18,0,1
896,Outdoor,Hard,2,3,85,53,-1,-1,2.3,1.5,R,185.0,L,190.0,29,31,0,0
897,Outdoor,Hard,2,3,88,74,-1,-1,1.833,1.833,R,188.0,L,188.0,20,21,1,1
898,Outdoor,Hard,2,3,60,96,-1,-1,1.7,1.95,R,183.0,R,185.0,22,23,0,1
899,Outdoor,Hard,3,3,60,1,-1,-1,6.0,1.111,R,183.0,R,180.0,22,21,0,0
900,Outdoor,Hard,4,3,212,174,-1,-1,1.615,2.2,R,188.0,R,193.0,26,32,0,0
901,Outdoor,Hard,5,3,31,121,-1,-1,1.364,3.0,R,185.0,L,190.0,23,29,1,0
902,Outdoor,Hard,6,3,212,121,-1,-1,1.615,2.2,R,188.0,L,190.0,26,29,1,1
903,Indoor,Carpet,1,3,50,58,-1,-1,1.364,2.875,L,190.0,R,180.0,31,25,0,1
904,Indoor,Carpet,1,3,44,41,-1,-1,3.25,1.286,R,188.0,R,185.0,30,26,1,0
905,Indoor,Carpet,1,3,40,18,-1,-1,1.571,2.25,R,190.0,R,193.0,26,31,1,0
906,Indoor,Carpet,2,3,41,10,-1,-1,2.2,1.615,R,185.0,R,190.0,26,28,0,1
907,Indoor,Carpet,2,3,40,119,-1,-1,1.333,3.25,R,190.0,R,201.0,26,31,0,1
908,Indoor,Carpet,3,3,47,92,-1,-1,1.533,2.375,R,185.0,R,188.0,20,21,1,1
909,Indoor,Hard,1,3,7,32,-1,-1,1.833,1.833,R,180.0,R,183.0,27,28,1,0
910,Indoor,Hard,2,3,27,9,-1,-1,2.0,1.727,R,178.0,R,190.0,35,26,1,0
911,Indoor,Hard,2,3,27,9,-1,-1,2.0,1.727,R,185.0,R,190.0,22,26,1,1
912,Indoor,Hard,3,3,32,12,-1,-1,2.25,1.571,R,183.0,R,190.0,28,27,1,0
913,Indoor,Hard,1,3,29,42,-1,-1,1.727,2.0,R,183.0,R,190.0,28,25,1,1
914,Indoor,Hard,1,3,64,30,-1,-1,2.25,1.571,R,185.0,R,188.0,23,26,1,0
915,Indoor,Hard,1,3,40,71,-1,-1,1.4,2.75,R,173.0,L,188.0,24,21,1,0
916,Indoor,Hard,1,3,53,120,-1,-1,2.2,1.615,R,183.0,R,188.0,24,26,0,1
917,Indoor,Hard,2,3,52,4,-1,-1,3.5,1.286,R,183.0,R,193.0,26,22,0,1
918,Indoor,Hard,2,3,54,15,-1,-1,2.375,1.533,R,193.0,R,193.0,23,26,0,1
919,Indoor,Hard,2,3,19,71,-1,-1,1.571,2.25,R,193.0,L,188.0,31,21,0,0
920,Indoor,Hard,3,3,71,2,-1,-1,4.5,1.167,L,188.0,R,180.0,21,32,1,0
921,Indoor,Hard,3,3,44,8,-1,-1,2.283333333333333,1.5633333333333337,R,183.0,R,175.0,20,24,1,1
922,Indoor,Hard,3,3,9,11,-1,-1,2.016666666666667,1.6833333333333331,R,190.0,R,190.0,27,26,1,0
923,Indoor,Carpet,1,3,108,4,-1,-1,2.625,1.444,R,201.0,R,183.0,31,22,1,0
924,Indoor,Carpet,1,3,59,81,-1,-1,1.615,2.2,R,180.0,R,183.0,28,26,1,1
925,Indoor,Carpet,1,3,143,141,-1,-1,1.727,2.0,R,188.0,R,183.0,27,27,1,1
926,Indoor,Carpet,2,3,27,12,-1,-1,2.625,1.444,R,178.0,R,188.0,35,20,1,0
927,Indoor,Carpet,2,3,27,12,-1,-1,2.625,1.444,R,185.0,R,188.0,22,20,1,0
928,Indoor,Carpet,3,3,8,12,-1,-1,1.571,2.25,R,185.0,R,188.0,21,20,0,0
929,Indoor,Carpet,4,3,8,18,-1,-1,1.364,3.0,R,185.0,R,180.0,21,20,0,1
930,Indoor,Hard,1,3,14,127,-1,-1,1.125,5.5,R,190.0,R,188.0,28,28,0,1
931,Indoor,Hard,1,3,66,79,-1,-1,1.571,2.25,L,188.0,R,188.0,21,28,0,1
932,Indoor,Hard,1,3,3,160,-1,-1,1.143,5.0,R,193.0,R,190.0,22,27,0,0
933,Indoor,Hard,2,3,14,58,-1,-1,1.5,2.5,R,190.0,R,183.0,28,24,1,0
934,Indoor,Hard,1,3,57,15,-1,-1,2.625,1.444,R,188.0,R,193.0,21,26,0,1
935,Indoor,Hard,1,3,121,146,-1,-1,2.2,1.615,L,180.0,R,180.0,21,20,0,0
936,Indoor,Hard,2,3,34,259,-1,-1,1.25,3.75,R,178.0,R,198.0,29,20,1,1
937,Indoor,Hard,2,3,17,121,-1,-1,1.25,3.75,R,185.0,L,180.0,24,21,1,0
938,Indoor,Hard,3,5,24,26,-1,-1,1.727,2.0,R,185.0,L,175.0,23,26,1,1
943,Indoor,Carpet,1,3,17,27,-1,-1,1.571,2.25,R,183.0,R,178.0,22,35,0,0
946,Indoor,Carpet,1,3,17,27,-1,-1,1.571,2.25,R,183.0,R,185.0,22,22,0,1
947,Indoor,Carpet,1,3,13,44,-1,-1,1.444,2.625,R,180.0,R,196.0,20,25,1,0
948,Indoor,Carpet,2,3,70,4,-1,-1,3.5,1.286,L,190.0,R,175.0,29,24,1,0
949,Indoor,Carpet,2,3,7,53,-1,-1,1.43,2.6,R,188.0,R,183.0,24,24,1,1
950,Indoor,Carpet,2,3,31,14,-1,-1,1.667,2.1,R,180.0,R,180.0,20,27,1,0
951,Indoor,Carpet,2,3,50,12,-1,-1,2.625,1.444,R,193.0,R,188.0,23,20,1,1
952,Indoor,Carpet,3,3,14,2,-1,-1,4.5,1.167,R,180.0,R,180.0,27,32,0,0
953,Indoor,Carpet,3,3,12,28,-1,-1,1.533,2.375,R,188.0,R,183.0,20,28,0,1
954,Indoor,Carpet,4,3,21,12,-1,-1,1.8,1.909,R,185.0,R,188.0,23,20,0,0
955,Indoor,Carpet,5,5,1,5,-1,-1,1.615,2.25,R,180.0,R,193.0,21,22,1,0
956,Outdoor,Hard,1,3,43,126,-1,-1,1.286,3.25,R,196.0,R,178.0,25,25,0,1
957,Outdoor,Hard,1,3,203,170,-1,-1,1.909,1.8,R,185.0,R,193.0,24,24,0,1
958,Outdoor,Hard,1,3,137,112,-1,-1,2.625,1.444,L,178.0,R,196.0,28,31,1,0
959,Outdoor,Hard,1,3,79,39,-1,-1,2.5,1.5,L,183.0,R,185.0,27,31,0,0
960,Outdoor,Hard,2,3,70,43,-1,-1,2.75,1.4,R,185.0,R,196.0,29,25,0,1
961,Outdoor,Hard,2,3,67,102,-1,-1,1.533,2.375,R,183.0,R,183.0,28,23,1,0
962,Outdoor,Hard,3,3,53,81,-1,-1,1.909,1.8,R,183.0,R,178.0,24,21,1,1
963,Outdoor,Hard,3,3,68,70,-1,-1,1.667,2.1,R,185.0,R,185.0,28,29,0,1
964,Outdoor,Hard,4,3,164,112,-1,-1,3.75,1.25,R,193.0,R,196.0,20,31,0,1
965,Outdoor,Hard,1,3,23,998,-1,-1,1.125,5.5,R,190.0,R,178.0,23,29,0,0
966,Outdoor,Hard,1,3,78,104,-1,-1,2.5,1.5,R,175.0,L,190.0,22,22,0,0
967,Outdoor,Hard,1,3,80,165,-1,-1,1.333,3.0,R,196.0,R,188.0,26,28,0,1
968,Outdoor,Hard,2,3,88,155,-1,-1,1.833,1.833,R,188.0,R,193.0,29,28,1,1
969,Outdoor,Hard,2,3,111,83,-1,-1,2.25,1.571,R,173.0,R,188.0,26,28,1,0
971,Outdoor,Hard,1,3,191,63,-1,-1,2.0,1.727,L,188.0,R,185.0,21,24,0,0
972,Outdoor,Hard,1,3,34,54,-1,-1,1.364,2.875,R,185.0,L,175.0,26,25,1,0
973,Outdoor,Hard,2,3,59,42,-1,-1,2.75,1.4,R,175.0,R,190.0,20,25,1,0
974,Outdoor,Hard,3,3,32,58,-1,-1,1.4,2.75,R,183.0,R,180.0,20,25,0,1
975,Outdoor,Hard,4,3,54,22,-1,-1,2.5,1.5,L,175.0,R,193.0,26,31,0,0
976,Outdoor,Hard,1,3,64,65,-1,-1,1.727,2.0,L,190.0,R,185.0,29,25,1,0
977,Outdoor,Hard,1,3,68,159,-1,-1,1.5,2.5,R,185.0,R,173.0,24,24,1,1
978,Outdoor,Hard,1,3,102,50,-1,-1,2.1,1.667,R,183.0,R,183.0,20,26,0,1
979,Outdoor,Hard,1,3,84,37,-1,-1,3.0,1.333,R,196.0,R,190.0,24,26,1,0
980,Outdoor,Hard,2,3,77,7,-1,-1,2.75,1.4,R,180.0,R,190.0,28,27,1,0
981,Outdoor,Hard,1,3,8,23,-1,-1,2.2,1.615,R,180.0,R,190.0,27,23,1,0
982,Outdoor,Hard,1,3,92,83,-1,-1,1.444,2.625,R,196.0,R,188.0,31,21,1,1
983,Outdoor,Hard,1,3,25,44,-1,-1,1.667,2.1,R,185.0,R,196.0,22,25,1,0
984,Outdoor,Hard,2,3,41,23,-1,-1,2.0,1.727,R,185.0,R,190.0,31,23,1,1
985,Outdoor,Hard,2,3,83,5,-1,-1,3.25,1.333,R,188.0,R,190.0,21,26,0,0
986,Outdoor,Hard,2,3,10,85,-1,-1,1.25,3.75,R,188.0,R,180.0,20,27,1,1
987,Outdoor,Hard,2,3,21,38,-1,-1,2.0,1.727,R,175.0,R,180.0,24,26,1,0
988,Outdoor,Hard,3,3,38,83,-1,-1,1.615,2.2,R,180.0,R,188.0,26,21,0,1
989,Outdoor,Hard,1,5,52,241,-1,-1,1.364,3.0,L,190.0,R,188.0,31,37,1,1
992,Outdoor,Hard,1,5,52,241,-1,-1,1.364,3.0,L,190.0,R,180.0,31,24,1,1
993,Outdoor,Hard,1,5,79,4,-1,-1,4.333,1.2,L,183.0,R,183.0,27,22,1,0
994,Outdoor,Hard,1,5,27,99,-1,-1,1.444,2.625,R,190.0,R,185.0,28,23,0,1
995,Outdoor,Hard,1,5,219,28,-1,-1,5.5,1.125,R,185.0,R,178.0,24,35,1,0
998,Outdoor,Hard,1,5,219,28,-1,-1,5.5,1.125,R,185.0,R,185.0,24,23,1,1
999,Outdoor,Hard,1,5,6,83,-1,-1,1.125,5.5,R,185.0,R,183.0,21,22,0,1
1000,Outdoor,Hard,1,5,235,107,-1,-1,2.375,1.533,R,178.0,R,173.0,28,26,1,0
1001,Outdoor,Hard,1,5,19,62,-1,-1,1.4,2.75,R,180.0,L,188.0,28,21,0,0
1002,Outdoor,Hard,1,5,105,10,-1,-1,6.333333333333333,1.051,R,178.0,R,188.0,23,20,0,1
1003,Outdoor,Hard,2,5,16,80,-1,-1,1.286,3.5,R,175.0,R,188.0,24,28,0,0
1004,Outdoor,Hard,2,5,178,184,-1,-1,1.533,2.375,R,183.0,R,175.0,23,32,0,0
1009,Outdoor,Hard,2,5,17,66,-1,-1,1.333,3.25,R,183.0,R,175.0,22,24,0,1
1012,Outdoor,Hard,2,5,17,66,-1,-1,1.333,3.25,R,183.0,R,180.0,22,13,0,1
1013,Outdoor,Hard,2,5,64,7,-1,-1,4.5,1.167,R,168.0,R,190.0,21,27,1,0
1014,Outdoor,Hard,4,5,1,22,-1,-1,1.111,6.0,R,180.0,R,193.0,21,31,0,1
1015,Outdoor,Hard,4,5,31,10,-1,-1,2.25,1.571,R,183.0,R,188.0,20,20,0,0
1016,Outdoor,Hard,5,5,39,4,-1,-1,3.25,1.333,R,185.0,R,183.0,31,22,0,1
1017,Indoor,Carpet,2,3,37,64,-1,-1,1.571,2.25,L,185.0,R,185.0,21,29,0,1
1018,Indoor,Carpet,2,3,59,55,-1,-1,1.667,2.1,R,193.0,R,183.0,23,25,1,0
1019,Indoor,Carpet,3,3,85,37,-1,-1,1.667,2.1,R,196.0,L,185.0,31,21,1,1
1020,Indoor,Carpet,4,3,37,26,-1,-1,2.1,1.667,L,185.0,R,190.0,21,28,1,1
1021,Indoor,Hard,1,3,139,49,-1,-1,2.2,1.615,R,185.0,L,188.0,16,21,1,0
1022,Indoor,Hard,1,3,43,78,-1,-1,1.375,2.5250000000000004,R,190.0,R,185.0,28,24,1,0
1023,Indoor,Hard,1,3,67,72,-1,-1,1.833,1.833,R,196.0,R,185.0,18,29,1,0
1024,Indoor,Hard,1,3,45,32,-1,-1,1.833,1.833,R,196.0,R,180.0,25,20,1,0
1025,Indoor,Hard,1,3,25,68,-1,-1,1.364,2.875,R,190.0,R,168.0,28,22,1,1
1026,Indoor,Hard,2,3,79,86,-1,-1,2.5,1.5,R,185.0,R,183.0,28,30,1,1
1027,Indoor,Hard,2,3,12,62,-1,-1,1.286,3.5,R,175.0,R,188.0,24,28,1,0
1028,Indoor,Hard,3,3,56,86,-1,-1,2.0,1.727,R,183.0,R,183.0,25,30,1,1
1029,Indoor,Hard,4,3,62,6,-1,-1,2.625,1.444,R,188.0,R,185.0,28,21,1,1
1030,Indoor,Hard,1,3,316,107,-1,-1,2.25,1.435,R,188.0,L,190.0,22,22,1,0
1031,Indoor,Hard,2,3,74,69,-1,-1,1.667,2.1,R,188.0,R,188.0,21,30,1,0
1032,Indoor,Hard,3,3,2,80,-1,-1,1.063,8.0,R,180.0,R,180.0,32,24,1,1
1033,Outdoor,Clay,1,3,103,212,-1,-1,1.833,1.833,R,183.0,R,185.0,27,24,1,1
1034,Outdoor,Clay,2,3,122,57,-1,-1,1.9933333333333327,1.6256666666666666,R,183.0,R,183.0,29,24,0,0
1035,Outdoor,Clay,3,3,81,57,-1,-1,1.8673333333333333,1.7,R,175.0,R,183.0,22,24,1,0
1037,Outdoor,Clay,1,3,22,42,-1,-1,1.615,2.2,R,183.0,R,183.0,22,24,0,1
1038,Outdoor,Clay,1,3,231,90,-1,-1,2.0,1.727,R,185.0,R,183.0,28,22,1,0
1039,Outdoor,Clay,2,3,20,79,-1,-1,1.25,3.75,R,175.0,L,180.0,24,31,0,1
1040,Outdoor,Clay,3,3,4,89,-1,-1,1.167,4.5,R,190.0,R,180.0,26,22,1,0
1041,Outdoor,Clay,4,3,4,29,-1,-1,1.909,1.8,R,190.0,R,190.0,26,26,0,0
1042,Indoor,Hard,1,3,60,176,-1,-1,1.4,2.75,L,190.0,L,175.0,29,27,0,0
1043,Indoor,Hard,1,3,91,68,-1,-1,1.5,2.5,R,196.0,R,188.0,26,21,1,1
1044,Indoor,Hard,1,3,61,59,-1,-1,2.0,1.727,R,188.0,R,198.0,30,32,0,1
1045,Indoor,Hard,2,3,23,118,-1,-1,1.1,6.5,R,178.0,L,188.0,35,21,1,0
1046,Indoor,Hard,2,3,23,118,-1,-1,1.1,6.5,R,185.0,L,188.0,23,21,1,0
1047,Indoor,Hard,2,3,13,74,-1,-1,1.4,2.75,R,185.0,R,188.0,23,21,0,1
