,surface,best_of,Round,player_hand,player_ht,player_age,player_rank,opponent_hand,opponent_ht,opponent_age,opponent_rank,log_rank_difference,T,Y
358858,Clay,3,4,R,185.0,28.2,287.0,L,185.0,21.2,124.0,1.2107106162888126,1,1
358876,Hard,5,1,L,188.0,18.8,102.0,R,180.0,23.2,104.0,-0.028014376169597455,0,1
358881,Hard,3,1,R,180.0,24.5,89.0,L,183.0,24.4,104.0,-0.22470628717469499,1,1
358888,Hard,3,1,R,180.0,24.5,28.0,R,183.0,21.8,23.0,0.2837929660005907,1,0
358910,Hard,3,1,R,185.0,32.5,699.0,R,183.0,32.8,329.0,1.0872048716401945,1,0
358951,Grass,5,1,R,185.0,21.6,41.0,R,175.0,25.3,298.0,-2.8616165158440783,0,0
358952,Hard,5,2,L,180.0,28.7,88.0,R,180.0,23.2,44.0,1.0,1,1
358969,Clay,3,5,R,196.0,22.8,185.0,R,185.0,20.3,571.0,-1.6259654748465318,0,0
358979,Hard,3,5,R,185.0,25.2,85.0,R,180.0,27.9,108.0,-0.3454965660257665,0,1
358981,Clay,3,1,R,178.0,23.1,209.0,R,188.0,20.5,238.0,-0.1874586312270612,0,1
359018,Clay,3,1,R,175.0,27.3,28.0,R,180.0,26.6,44.0,-0.6520766965796936,1,1
359034,Clay,3,3,R,178.0,23.8,85.0,R,185.0,26.6,19.0,2.1614634226941165,1,1
359040,Clay,3,3,R,173.0,21.9,85.0,R,185.0,19.6,100.0,-0.23446525363702264,1,1
359042,Hard,3,1,R,180.0,26.9,86.0,R,193.0,29.5,104.0,-0.2741749634389947,0,1
359043,Hard,3,1,R,193.0,27.3,131.0,L,180.0,30.9,58.0,1.1754420064098783,0,1
359044,Clay,3,1,L,188.0,30.2,279.0,R,190.0,20.8,54.0,2.369233809665719,1,0
359062,Hard,3,2,L,185.0,25.7,163.0,R,190.0,20.9,101.0,0.6905166714792825,1,1
359082,Grass,3,1,R,183.0,27.8,132.0,R,191.0,23.0,194.0,-0.5555187228286744,0,0
359085,Hard,3,2,R,180.0,21.2,325.0,R,190.0,32.6,545.0,-0.7458165117484725,1,1
359107,Hard,5,1,R,180.0,24.4,292.0,R,175.0,30.7,40.0,2.867896463992655,1,0
359110,Hard,3,3,R,188.0,21.4,89.0,R,190.0,29.0,155.0,-0.8003909743078399,0,1
359129,Hard,3,1,R,188.0,21.8,397.0,R,193.0,24.0,558.0,-0.4911261146862298,0,0
359138,Clay,3,1,R,188.0,28.0,450.0,L,173.0,22.1,473.0,-0.07191518212235692,0,1
359143,Carpet,3,2,R,178.0,26.9,128.0,L,183.0,23.1,180.0,-0.4918530963296748,0,1
359173,Carpet,3,4,R,178.0,25.7,66.0,L,178.0,22.3,1.0,6.044394119358453,1,0
359175,Grass,5,1,R,180.0,31.9,43.0,R,178.0,28.6,34.0,0.3388019134517588,1,0
359182,Grass,5,1,R,198.0,23.4,40.0,R,183.0,24.2,281.0,-2.812498225333564,0,0
359192,Carpet,3,3,R,190.0,23.5,15.0,L,193.0,24.0,10.0,0.5849625007211565,0,1
359247,Hard,3,2,R,183.0,20.2,29.0,R,168.0,21.0,62.0,-1.096215315259303,0,0
359254,Hard,5,1,R,178.0,21.1,42.0,R,193.0,33.7,19.0,1.1443899093351755,1,1
359259,Hard,5,2,L,185.0,22.7,148.0,R,180.0,22.9,115.0,0.3639633146845753,0,0
359280,Hard,3,1,R,188.0,25.4,133.0,R,196.0,21.1,489.0,-1.8784082194510434,1,0
359298,Clay,3,2,R,183.0,26.0,188.0,R,183.0,34.0,127.0,0.5659041649054721,0,1
359306,Clay,3,1,R,193.0,19.5,417.0,R,180.0,27.2,295.0,0.4993324291954586,0,0
359312,Grass,3,2,R,178.0,26.1,188.0,R,193.0,28.8,158.0,0.2508081035005345,1,1
359345,Carpet,3,4,R,196.0,20.8,21.0,R,185.0,23.0,20.0,0.07038932789139807,1,1
359346,Carpet,3,1,R,185.0,25.7,166.0,L,203.0,26.7,117.0,0.5046747117635197,0,0
359369,Hard,3,1,R,185.0,27.6,55.0,R,173.0,31.2,114.0,-1.0515303006400814,1,1
359375,Clay,3,2,R,178.0,29.8,275.0,R,178.0,21.9,301.0,-0.13033186834767996,1,1
359383,Clay,3,1,R,183.0,22.2,232.0,R,193.0,27.9,186.0,0.3188221840195409,1,0
359389,Grass,3,2,R,183.0,26.9,180.0,R,185.0,29.1,128.0,0.4918530963296748,1,1
359400,Hard,3,2,R,180.0,27.3,23.0,L,185.0,30.0,129.0,-2.487665299366241,1,1
359411,Grass,5,2,R,188.0,23.5,62.0,R,175.0,21.2,38.0,0.7062687969432897,1,1
359419,Hard,3,1,L,190.0,27.6,26.0,R,201.0,24.8,11.0,1.2410080995037953,1,1
359421,Carpet,3,4,L,193.0,24.0,10.0,L,190.0,29.6,16.0,-0.6780719051126378,0,1
359431,Carpet,3,1,R,198.0,20.5,196.0,R,180.0,21.8,478.0,-1.2861569638655395,1,0
359457,Hard,3,3,R,193.0,24.2,194.0,L,183.0,17.6,571.0,-1.5574340931757158,1,1
359461,Hard,3,4,R,190.0,32.6,172.0,R,185.0,31.4,308.0,-0.840521785992804,1,1
359465,Grass,3,2,L,180.0,31.5,219.0,R,170.0,28.7,253.0,-0.2082065150931367,0,1
359488,Hard,5,2,R,178.0,25.2,355.0,L,178.0,25.8,104.0,1.7712354962509522,0,0
359500,Hard,3,1,R,193.0,19.7,36.0,R,180.0,18.6,25.0,0.5260688116675878,1,0
359506,Carpet,3,1,L,188.0,27.4,207.0,R,183.0,21.9,232.0,-0.16449403762824666,0,1
359528,Grass,3,1,R,190.0,24.3,164.0,L,183.0,22.7,167.0,-0.026152287855968126,0,0
359559,Grass,5,1,R,193.0,25.6,14.0,R,185.0,24.6,39.0,-1.4780472968046445,0,0
359568,Hard,3,1,R,188.0,19.6,75.0,R,188.0,25.2,26.0,1.5283789723547887,0,1
359581,Carpet,3,1,R,190.0,26.8,177.0,R,193.0,23.9,200.0,-0.17625063969172672,0,0
359592,Hard,3,1,R,185.0,23.0,415.0,R,185.0,19.5,549.0,-0.4036948127709117,1,1
359647,Carpet,3,1,R,190.0,27.3,136.0,R,188.0,21.7,234.0,-0.7829018783330657,0,0
359656,Carpet,3,1,L,180.0,36.6,188.0,R,188.0,27.8,222.0,-0.23982701467246859,0,1
359657,Clay,3,1,R,183.0,21.1,701.0,L,188.0,27.6,234.0,1.5829059144272186,0,0
359692,Clay,3,4,L,183.0,26.4,84.0,R,193.0,24.0,211.0,-1.328781765928425,0,1
359714,Hard,5,2,R,185.0,20.8,175.0,L,193.0,28.5,16.0,3.451211111832329,0,1
359727,Clay,3,1,L,180.0,26.9,184.0,R,190.0,27.0,126.0,0.5462820325570963,1,1
359765,Grass,3,2,L,193.0,28.7,163.0,R,196.0,31.9,201.0,-0.30232353694785186,1,0
359767,Clay,3,4,R,178.0,27.4,308.0,R,191.0,23.8,205.0,0.5873064411894555,1,1
359796,Hard,3,1,R,180.0,34.2,71.0,R,185.0,24.0,14.0,2.342392197447078,1,0
359809,Hard,3,1,R,185.0,20.6,191.0,R,193.0,20.5,141.0,0.437877475636955,1,1
359819,Clay,3,2,R,198.0,27.0,172.0,R,173.0,25.9,228.0,-0.4066252594626434,0,1
359821,Hard,3,1,L,201.0,24.0,124.0,R,185.0,22.0,57.0,1.1213062962221336,1,1
359839,Clay,3,6,R,211.0,20.7,206.0,R,183.0,20.2,189.0,0.12425810296214568,1,1
359847,Clay,3,3,L,185.0,20.4,216.0,R,180.0,28.9,90.0,1.2630344058337934,1,1
359868,Clay,3,1,L,178.0,27.7,101.0,L,183.0,22.9,40.0,1.336283387864432,0,0
359871,Hard,3,1,R,188.0,30.8,52.0,L,193.0,22.0,51.0,0.028014376169597455,0,0
359882,Carpet,3,1,R,188.0,23.9,215.0,R,208.0,22.9,187.0,0.20129838970182412,0,0
359884,Hard,3,1,L,193.0,20.2,188.0,R,190.0,21.5,108.0,0.7997013495141694,0,1
359886,Hard,3,1,R,183.0,22.7,389.0,L,201.0,18.7,313.0,0.3136074980535746,0,1
359900,Carpet,3,4,R,198.0,29.8,246.0,R,193.0,25.5,178.0,0.4667810743728422,1,1
359904,Grass,3,1,R,193.0,27.1,163.0,R,173.0,32.8,300.0,-0.8800905362648042,1,1
359916,Grass,3,2,R,201.0,23.1,193.0,L,183.0,25.0,113.0,0.7722780748528928,0,0
359922,Clay,3,3,R,191.0,29.3,115.0,R,180.0,30.2,181.0,-0.6543558361388309,1,1
359975,Carpet,3,5,L,183.0,23.1,180.0,R,198.0,29.8,246.0,-0.4506614090095651,0,1
359989,Clay,3,6,R,193.0,19.6,337.0,R,183.0,24.2,241.0,0.4837154449518968,0,0
360003,Hard,3,4,R,170.0,22.6,41.0,L,183.0,21.9,22.0,0.8981203859807865,1,1
360004,Clay,3,1,R,183.0,29.9,2.0,R,173.0,25.8,47.0,-4.554588851677638,0,1
360016,Hard,5,1,R,175.0,23.2,26.0,L,188.0,24.0,245.0,-3.2361982208614783,0,1
360021,Hard,3,1,R,190.0,21.5,6.0,L,190.0,30.7,42.0,-2.8073549220576046,0,1
360025,Carpet,3,1,R,188.0,24.7,110.0,L,180.0,31.2,247.0,-1.167007518060018,0,0
360028,Clay,3,1,R,183.0,24.3,101.0,R,190.0,28.3,162.0,-0.6816385201328297,1,1
360035,Clay,3,5,R,190.0,26.0,488.0,R,196.0,32.5,471.0,0.05115408795010268,1,1
360042,Clay,3,3,R,188.0,21.8,242.0,R,193.0,18.9,381.0,-0.6547839502187269,1,0
360046,Hard,3,1,R,180.0,31.0,102.0,R,188.0,23.3,122.0,-0.2583119955913915,1,1
360054,Grass,3,1,L,198.0,19.9,109.0,L,188.0,24.4,243.0,-1.1566281788288553,1,1
360094,Clay,3,1,R,193.0,18.0,28.0,R,180.0,27.4,223.0,-2.993544977862701,1,0
360097,Hard,3,1,L,180.0,32.2,108.0,R,190.0,22.5,54.0,1.0,1,0
360100,Carpet,3,1,R,170.0,24.8,89.0,L,188.0,33.0,98.0,-0.1389764131488107,0,0
360103,Clay,3,1,R,188.0,19.3,444.0,L,180.0,29.1,108.0,2.039528364186637,0,1
360108,Clay,3,2,L,170.0,21.0,516.0,R,196.0,21.2,286.0,0.8513559186448649,1,0
360109,Hard,3,1,R,198.0,21.1,182.0,R,180.0,26.1,153.0,0.2504067975060442,1,1
360113,Clay,3,1,R,193.0,18.4,866.0,R,193.0,23.1,403.0,1.103587186198757,0,0
360119,Clay,3,2,R,183.0,26.5,127.0,R,175.0,26.3,812.0,-2.676651230413011,1,1
360133,Hard,3,1,L,170.0,19.8,137.0,R,198.0,19.7,233.0,-0.7661540616937534,1,0
360154,Clay,3,2,R,188.0,23.1,29.0,R,175.0,27.3,28.0,0.050626073069968136,1,0
360161,Grass,5,1,L,180.0,22.3,2.0,L,180.0,29.7,40.0,-4.321928094887363,1,1
360167,Clay,3,4,L,173.0,20.7,32.0,R,173.0,25.5,116.0,-1.8579809951275719,1,0
360168,Clay,3,1,L,183.0,23.2,341.0,R,175.0,27.0,36.0,3.243702927581861,0,0
360172,Hard,3,1,R,180.0,29.6,106.0,R,185.0,30.7,46.0,1.2043584985061857,0,1
360174,Hard,3,1,R,188.0,24.3,225.0,R,188.0,26.2,97.0,1.2138683490299096,0,0
360214,Clay,3,7,R,183.0,26.7,120.0,R,183.0,24.2,241.0,-1.0059987406214432,1,0
360236,Grass,5,1,L,185.0,22.4,62.0,R,180.0,25.0,1.0,5.954196310386875,0,0
360274,Clay,3,1,R,196.0,20.9,247.0,R,180.0,19.6,414.0,-0.7451197259146483,0,0
360287,Hard,3,5,R,185.0,29.3,179.0,R,196.0,20.3,100.0,0.839959587489532,1,0
360289,Clay,3,8,R,183.0,24.2,241.0,R,211.0,20.7,206.0,0.2263888090467434,1,0
360297,Clay,3,2,R,190.0,33.7,384.0,R,190.0,35.1,265.0,0.5351139512705938,0,0
360305,Clay,3,2,R,188.0,30.4,65.0,R,188.0,24.2,90.0,-0.4694852833012204,1,0
360315,Grass,5,2,L,185.0,24.9,94.0,R,201.0,27.2,74.0,0.3451354860486875,1,1
360321,Hard,3,2,L,180.0,29.2,107.0,R,188.0,25.2,26.0,2.041027268260054,1,0
360325,Hard,3,2,R,178.0,22.7,148.0,L,183.0,29.0,206.0,-0.4770471615542684,1,1
360333,Carpet,3,2,L,183.0,26.4,204.0,R,183.0,21.6,185.0,0.14104388145518332,1,1
360335,Hard,3,2,R,196.0,21.1,489.0,R,173.0,27.1,142.0,1.783943535447551,0,0
360390,Carpet,3,1,R,193.0,33.3,89.0,R,190.0,26.7,21.0,2.083416008187637,1,1
360395,Clay,3,1,R,180.0,27.4,16.0,R,196.0,23.3,100.0,-2.6438561897747244,0,1
360400,Carpet,3,2,L,203.0,26.7,117.0,R,185.0,29.6,246.0,-1.072149785755835,0,1
360409,Carpet,3,2,R,180.0,21.8,478.0,R,188.0,26.8,254.0,0.9121821212085823,1,0
360410,Clay,3,2,R,185.0,15.8,372.0,L,188.0,27.6,234.0,0.6687940915246262,1,1
360429,Clay,3,1,L,185.0,21.8,204.0,R,190.0,23.1,265.0,-0.3774232074790671,1,0
360480,Hard,3,2,R,196.0,21.5,92.0,R,201.0,23.0,130.0,-0.4988058569714413,0,1
360487,Hard,3,2,L,175.0,28.3,129.0,R,208.0,24.4,121.0,0.09236401814865935,1,0
360548,Hard,3,2,R,180.0,34.2,71.0,L,193.0,22.0,51.0,0.47732177753318705,0,0
360559,Carpet,3,2,L,180.0,36.6,188.0,L,190.0,23.7,251.0,-0.41695470227313436,1,0
360573,Hard,3,2,L,201.0,24.0,124.0,R,190.0,29.7,80.0,0.6322682154995123,1,1
360575,Hard,3,2,R,185.0,23.1,83.0,R,188.0,24.2,427.0,-2.363052828273566,0,0
360613,Grass,5,2,R,188.0,24.7,21.0,R,188.0,23.9,80.0,-1.929610672108602,1,0
360624,Hard,3,1,R,185.0,25.5,80.0,R,165.0,28.5,338.0,-2.078951341394821,1,1
360668,Grass,3,2,R,188.0,24.6,151.0,R,183.0,23.4,108.0,0.4835172371616103,0,0
360711,Clay,3,3,R,188.0,18.4,941.0,L,183.0,17.9,545.0,0.7879384930642477,1,1
360716,Clay,3,2,R,190.0,22.3,241.0,R,203.0,21.8,340.0,-0.4965015999077407,1,0
360722,Clay,3,4,R,178.0,26.8,118.0,R,183.0,26.5,127.0,-0.10604163741032391,1,1
360735,Hard,3,1,R,188.0,21.5,272.0,R,183.0,28.4,353.0,-0.3760615320208416,1,1
360745,Clay,3,3,L,193.0,28.7,295.0,R,178.0,28.3,351.0,-0.25075607605535666,0,1
360770,Hard,3,1,R,185.0,22.9,136.0,R,188.0,28.0,65.0,1.0650950282218847,1,0
360851,Carpet,3,3,R,188.0,23.8,255.0,R,183.0,21.9,174.0,0.5514099410101299,1,1
360962,Clay,3,4,L,180.0,25.9,334.0,R,183.0,21.6,159.0,1.0708213371896962,1,1
360985,Grass,5,3,R,190.0,26.4,21.0,R,185.0,21.0,37.0,-0.8171359428501894,1,0
360995,Hard,3,1,R,180.0,26.8,902.0,L,185.0,24.8,92.0,3.293421667198367,0,0
361008,Hard,3,3,R,188.0,21.4,162.0,R,183.0,20.4,346.0,-1.0947782247521012,0,0
361043,Grass,3,2,R,193.0,27.6,212.0,R,196.0,25.9,150.0,0.49910176406731743,1,1
361070,Hard,3,1,R,180.0,29.2,178.0,R,188.0,24.6,59.0,1.593090381604556,1,0
361083,Hard,3,3,R,188.0,22.2,317.0,R,185.0,23.6,106.0,1.5804185755762088,0,0
361096,Hard,3,3,R,178.0,27.1,324.0,R,180.0,26.4,372.0,-0.19930880822340669,0,0
361101,Hard,3,5,L,175.0,33.8,141.0,L,190.0,21.3,217.0,-0.6219998800456858,0,0
361113,Clay,3,4,R,191.0,23.2,88.0,R,198.0,20.2,265.0,-1.590416930813265,0,0
361115,Hard,3,7,R,188.0,34.3,105.0,R,188.0,31.0,51.0,1.0418201756946273,1,1
361150,Hard,5,5,R,185.0,25.1,9.0,L,183.0,25.4,24.0,-1.415037499278844,0,1
361163,Hard,3,4,R,173.0,27.1,142.0,R,208.0,24.4,121.0,0.2308838822300876,0,0
361169,Clay,3,4,L,180.0,25.5,186.0,R,183.0,21.4,162.0,0.19930880822340669,1,1
361183,Grass,3,1,R,183.0,22.9,216.0,R,180.0,28.3,136.0,0.6674246609131291,1,0
361195,Grass,3,2,R,196.0,34.5,148.0,R,183.0,20.8,122.0,0.27871602806606344,0,0
361196,Clay,3,1,R,191.0,22.3,619.0,R,185.0,21.0,552.0,0.16527114243609553,1,1
361223,Clay,3,3,L,183.0,22.9,40.0,R,188.0,21.2,72.0,-0.8479969065549495,1,0
361227,Hard,3,2,R,185.0,27.5,83.0,R,175.0,27.3,85.0,-0.0343515047907772,1,1
361232,Hard,3,4,R,196.0,22.3,76.0,R,183.0,24.6,81.0,-0.09192248944103909,0,1
361235,Hard,3,4,R,185.0,23.6,106.0,R,183.0,20.4,346.0,-1.7067077730735267,0,0
361286,Clay,3,3,R,193.0,25.5,40.0,R,183.0,20.6,22.0,0.8624964762500653,0,1
361297,Hard,5,2,L,185.0,27.6,93.0,R,183.0,23.7,208.0,-1.1612809070330616,1,1
361305,Hard,3,5,R,188.0,26.2,97.0,R,173.0,22.3,181.0,-0.8999330448960778,0,1
361306,Carpet,3,3,R,188.0,32.6,65.0,L,188.0,33.0,98.0,-0.592342031086754,1,1
361307,Hard,3,3,R,180.0,25.5,12.0,R,196.0,27.8,8.0,0.5849625007211561,0,0
361311,Hard,3,5,R,183.0,20.4,346.0,R,175.0,18.9,88.0,1.9751966089994282,1,1
361321,Clay,3,5,R,175.0,28.2,276.0,L,180.0,25.5,186.0,0.5693656456701373,0,0
361326,Clay,3,5,R,183.0,30.4,307.0,R,185.0,20.1,351.0,-0.19323237493438228,1,0
361374,Hard,3,1,R,183.0,29.7,176.0,R,183.0,25.3,91.0,0.951636978438601,1,0
361388,Hard,3,4,R,183.0,21.1,274.0,R,178.0,24.6,290.0,-0.08187700705440726,0,0
361403,Hard,3,1,R,188.0,21.6,127.0,R,188.0,25.8,263.0,-1.0502343025201366,0,1
361407,Hard,3,2,R,183.0,25.0,261.0,R,190.0,24.5,140.0,0.8986229796249185,0,0
361411,Grass,3,1,R,185.0,28.7,214.0,R,203.0,21.5,315.0,-0.5577410319861329,1,1
361413,Hard,3,1,R,183.0,28.8,146.0,R,173.0,25.2,224.0,-0.6175303631775861,1,1
361423,Grass,3,2,L,183.0,31.4,171.0,R,180.0,22.1,234.0,-0.4525122046975065,0,1
361440,Grass,5,4,R,175.0,43.1,11.0,R,190.0,26.4,21.0,-0.9328858041414634,0,0
361450,Hard,3,1,R,183.0,19.0,135.0,L,185.0,27.2,104.0,0.3763758789097382,0,0
361473,Hard,3,1,R,190.0,26.5,229.0,R,175.0,25.5,192.0,0.25424128737578755,0,1
361483,Hard,3,2,R,190.0,26.5,185.0,R,188.0,25.6,292.0,-0.6584430983637057,1,1
361499,Grass,3,2,R,191.0,23.0,194.0,L,183.0,29.9,197.0,-0.022138977269248628,0,0
361513,Carpet,3,1,R,183.0,23.6,112.0,R,178.0,34.4,82.0,0.44980291743951994,0,1
361523,Grass,5,2,R,180.0,23.6,71.0,R,185.0,22.7,164.0,-1.2078048851134016,0,1
361533,Hard,3,1,R,173.0,28.8,271.0,R,190.0,24.1,201.0,0.4310973501749418,0,0
361543,Hard,3,1,R,183.0,21.0,553.0,R,190.0,18.2,471.0,0.23155242062192372,0,0
361547,Grass,3,1,L,188.0,27.1,226.0,R,188.0,19.7,360.0,-0.671674133914486,0,1
361553,Clay,3,1,R,175.0,23.5,297.0,L,183.0,27.1,54.0,2.459431618637298,1,0
361601,Hard,5,2,R,183.0,30.1,94.0,R,201.0,29.2,50.0,0.9107326619029132,1,0
361603,Hard,3,1,L,190.0,26.7,102.0,R,185.0,26.6,110.0,-0.10893437155316477,0,0
361612,Clay,3,1,R,180.0,24.4,164.0,R,173.0,23.1,75.0,1.1287333141222025,1,1
361649,Clay,3,2,R,173.0,25.2,315.0,R,185.0,22.7,401.0,-0.3482504080676403,1,0
361675,Grass,5,2,L,183.0,26.0,64.0,R,190.0,19.1,2.0,5.0,1,0
361677,Hard,5,2,R,178.0,28.8,202.0,R,178.0,26.8,121.0,0.7393482454772,1,0
361693,Hard,3,1,R,180.0,29.1,246.0,R,173.0,25.7,120.0,1.0356239097307212,0,0
361705,Clay,3,1,R,185.0,27.3,374.0,R,175.0,24.1,530.0,-0.502954089562925,1,0
361733,Hard,3,5,R,188.0,24.0,248.0,R,183.0,29.7,294.0,-0.24547603444948862,1,1
361761,Carpet,3,1,R,185.0,23.2,116.0,R,183.0,24.7,73.0,0.6681564362475543,0,0
361769,Hard,3,1,R,193.0,24.0,175.0,L,185.0,28.4,180.0,-0.040641984497345796,1,1
361777,Hard,3,1,R,188.0,25.6,205.0,R,193.0,35.0,163.0,0.33075194527436924,1,1
361792,Hard,3,3,R,191.0,19.9,565.0,R,180.0,22.7,633.0,-0.1639546321257921,0,0
361826,Carpet,3,4,R,178.0,23.9,14.0,R,188.0,26.4,13.0,0.10691520391651199,0,0
361830,Hard,3,2,R,190.0,24.6,100.0,R,196.0,20.4,25.0,2.0,1,1
361831,Hard,3,1,R,183.0,25.6,199.0,R,190.0,28.0,117.0,0.766259900960244,1,1
361833,Clay,3,1,L,185.0,30.5,481.0,R,178.0,27.1,55.0,3.128533370245382,1,1
361835,Hard,3,5,R,185.0,30.7,46.0,R,185.0,27.0,24.0,0.938599455335857,0,1
361851,Grass,3,1,R,183.0,26.0,289.0,R,193.0,19.5,217.0,0.41337445005619866,0,0
361873,Clay,3,4,R,178.0,32.1,177.0,R,190.0,29.2,176.0,0.008173931445700333,0,1
361898,Hard,5,1,R,183.0,28.5,12.0,R,183.0,24.3,89.0,-2.8907709302452416,0,1
361909,Clay,3,1,R,196.0,25.0,80.0,L,185.0,32.2,149.0,-0.8972404255747986,1,1
361917,Hard,3,1,R,190.0,23.9,533.0,L,168.0,21.8,726.0,-0.4458340152365743,0,1
361926,Grass,3,1,R,183.0,28.0,432.0,L,183.0,21.1,175.0,1.3036763903311392,0,0
361948,Clay,3,4,R,188.0,22.3,170.0,R,170.0,23.7,61.0,1.478653598574815,0,1
361979,Hard,5,2,R,173.0,23.5,68.0,L,180.0,27.4,146.0,-1.1023617176296785,0,0
361984,Clay,3,1,R,188.0,27.3,184.0,R,196.0,25.4,90.0,1.0317088597273383,1,0
362006,Hard,3,1,R,185.0,26.2,426.0,L,183.0,23.2,528.0,-0.30968449913261686,0,1
362052,Grass,5,3,R,193.0,26.6,4.0,R,193.0,27.3,110.0,-4.78135971352466,1,0
362064,Carpet,3,1,R,193.0,23.1,49.0,R,173.0,21.8,48.0,0.029747343394052272,1,0
362078,Hard,3,1,R,198.0,25.4,238.0,R,183.0,25.8,198.0,0.26546114322833425,0,0
362094,Hard,3,1,R,188.0,16.5,1151.0,R,180.0,26.2,126.0,3.1913921946323134,0,1
362141,Carpet,3,1,R,175.0,18.8,319.0,R,190.0,23.7,422.0,-0.4036865749423164,1,1
362179,Grass,3,3,R,180.0,30.7,203.0,R,190.0,33.2,105.0,0.951090399519054,0,0
362183,Hard,3,5,R,188.0,26.2,219.0,R,185.0,28.6,248.0,-0.17940925078570125,1,0
362205,Hard,3,2,L,185.0,24.8,92.0,R,183.0,23.1,13.0,2.823122237915921,1,1
362208,Clay,3,1,R,188.0,23.6,4.0,L,173.0,24.6,93.0,-4.539158811108031,0,1
362213,Hard,3,1,R,183.0,25.9,148.0,L,190.0,26.2,103.0,0.5229528384457316,1,1
362230,Clay,3,3,L,185.0,30.0,119.0,R,180.0,21.3,360.0,-1.5970353330217302,0,0
362242,Grass,3,1,R,178.0,24.5,238.0,R,180.0,22.2,229.0,0.05561397521100009,0,0
362245,Carpet,3,1,R,198.0,28.7,510.0,R,183.0,22.5,224.0,1.186998514801255,0,0
362246,Clay,3,1,R,183.0,27.4,208.0,R,193.0,27.0,70.0,1.5711567011961263,1,1
362269,Hard,3,1,R,185.0,24.9,69.0,R,173.0,25.5,101.0,-0.5496870259736255,0,1
362281,Hard,3,2,R,185.0,24.9,46.0,R,188.0,24.6,59.0,-0.3590810933048285,0,0
362282,Hard,3,1,R,180.0,21.7,262.0,L,185.0,25.8,75.0,1.8046043110415688,1,0
362287,Hard,3,1,R,188.0,28.5,692.0,R,185.0,19.3,506.0,0.4516346529424151,0,0
362291,Clay,3,1,R,173.0,26.9,109.0,R,185.0,21.9,73.0,0.5783597658969084,1,0
362292,Carpet,3,1,R,173.0,26.8,231.0,L,168.0,22.3,571.0,-1.3055978939467865,0,1
362294,Clay,3,1,R,183.0,22.3,321.0,R,180.0,24.2,250.0,0.3606452024602156,1,0
362308,Clay,3,2,R,188.0,18.7,376.0,R,180.0,24.0,387.0,-0.04160090446677245,0,1
362320,Hard,3,1,R,185.0,30.5,139.0,R,185.0,22.6,253.0,-0.8640525019708027,1,0
362364,Carpet,3,1,R,180.0,25.3,87.0,R,178.0,27.5,66.0,0.39854937649027455,0,1
362372,Hard,3,1,R,180.0,23.6,184.0,R,175.0,22.4,154.0,0.256775415362112,1,0
362388,Clay,3,2,L,185.0,27.7,323.0,R,188.0,23.4,155.0,1.0592659494196868,1,0
362391,Hard,3,1,R,185.0,30.2,555.0,R,185.0,24.5,422.0,0.39524477253028323,1,1
362432,Hard,3,2,R,185.0,29.1,10.0,R,178.0,19.4,70.0,-2.807354922057604,0,0
362446,Clay,3,1,R,183.0,23.5,304.0,R,173.0,20.4,392.0,-0.36678233067162225,1,1
362467,Clay,3,1,R,194.0,26.7,121.0,R,188.0,24.7,384.0,-1.6660992634465615,0,0
362475,Clay,3,5,R,191.0,19.5,157.0,R,183.0,22.8,116.0,0.43663975376405517,0,1
362481,Grass,3,3,R,193.0,27.6,212.0,R,175.0,23.3,182.0,0.2201258143645024,0,0
362502,Grass,5,2,R,180.0,24.2,59.0,L,178.0,28.8,3.0,4.2976805486406855,0,0
362503,Grass,5,4,R,193.0,33.1,50.0,R,188.0,26.2,13.0,1.9434164716336322,0,0
362528,Hard,3,1,R,170.0,27.5,333.0,R,188.0,23.7,227.0,0.5528298797803464,1,0
362542,Clay,3,1,L,203.0,21.9,174.0,L,180.0,23.2,317.0,-0.8653955342906796,1,1
362550,Clay,3,1,R,183.0,21.7,245.0,R,193.0,28.3,123.0,0.9941234336633311,0,1
362558,Grass,3,3,R,183.0,20.8,122.0,R,183.0,25.8,104.0,0.23029761942179405,0,0
362562,Hard,3,4,R,185.0,28.6,248.0,R,185.0,24.9,188.0,0.3996074587092373,0,1
362583,Hard,5,2,L,185.0,23.1,137.0,R,183.0,22.9,195.0,-0.5092982307890841,0,0
362588,Clay,3,2,R,180.0,26.5,21.0,R,178.0,27.1,81.0,-1.9475325801058636,1,0
362589,Clay,3,1,R,183.0,24.8,97.0,R,188.0,25.0,64.0,0.5999128421871278,0,0
362593,Carpet,3,1,R,193.0,19.7,34.0,R,183.0,21.6,25.0,0.44360665147561473,0,1
362597,Clay,3,2,L,190.0,21.4,387.0,R,175.0,26.4,188.0,1.0416009044667724,1,1
362622,Grass,3,1,R,180.0,33.0,158.0,R,180.0,30.6,194.0,-0.2961320940100247,0,1
362624,Hard,3,1,R,188.0,23.4,136.0,R,188.0,27.1,193.0,-0.5049941960177415,1,0
362662,Clay,3,1,L,190.0,24.5,128.0,R,175.0,28.1,33.0,1.9556058806415466,0,0
362669,Carpet,3,1,R,183.0,24.5,94.0,R,201.0,28.9,36.0,1.3846638502353255,0,0
362671,Carpet,3,2,R,173.0,19.2,276.0,R,183.0,20.7,234.0,0.23815973719476347,0,0
362677,Hard,3,2,R,190.0,18.2,471.0,R,208.0,24.4,148.0,1.6701298839838339,0,0
